,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
204,39.0,187.0,2321871.0,2322028.0,9582.0,611.0,384.0,1095577.0,39.0,140.0,1404.0,0.0,1.0,40.0,0.0556,0.5876,0.9427,0.1054,0.2422,0.4089,1.0,3.9815,2.1703,2.1959,0.0573,-0.1067,1.0,0.0
205,19.0,169.0,4197607.0,4215748.0,152655.0,10449.0,18152.0,11591414.0,0.0,156.0,1336.0,0.0,1.0,40.0,0.0284,0.9439,0.0083,0.1123,0.0144,0.9994,1.0,5.1837,2.1761,4.2587,0.9917,-0.4068,1.0,0.0
206,41.0,194.0,452068.0,452142.0,6170.0,228.0,137.0,645016.0,51.0,134.0,1358.0,0.0,1.0,40.0,0.0604,0.455,0.4837,0.1127,0.6711,0.5401,0.0,3.7903,2.1847,1.8692,-0.5163,-0.1833,1.0,0.0
207,43.0,186.0,143167.0,143219.0,4403.0,215.0,115.0,457632.0,38.0,126.0,1360.0,0.0,1.0,40.0,0.0632,0.4079,0.3636,0.1051,0.6651,0.4522,0.0,3.6437,2.1553,1.716,-0.6364,-0.188,1.0,0.0
208,39.0,211.0,2212076.0,2212144.0,6249.0,263.0,137.0,649801.0,39.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.4657,0.3954,0.1267,0.654,0.4963,0.0,3.7958,2.2355,1.8325,-0.6047,-0.1876,1.0,0.0
209,37.0,213.0,1566243.0,1566309.0,6210.0,293.0,153.0,645839.0,38.0,124.0,1356.0,0.0,1.0,40.0,0.0546,0.4654,0.375,0.1298,0.6007,0.4314,0.0,3.7931,2.2455,1.8195,-0.625,-0.1875,1.0,0.0
210,39.0,211.0,1391555.0,1391715.0,11492.0,650.0,443.0,1339579.0,26.0,143.0,1402.0,0.0,1.0,40.0,0.0556,0.5824,0.9302,0.1227,0.2646,0.3612,0.0,4.0604,2.2355,2.2041,-0.0698,-0.0893,1.0,0.0
211,41.0,218.0,553549.0,553733.0,16759.0,729.0,433.0,2020624.0,24.0,143.0,1402.0,0.0,1.0,40.0,0.0585,0.4854,0.9620000000000001,0.1262,0.2428,0.4249,1.0,4.2242,2.248,2.2648,0.038,-0.057999999999999996,1.0,0.0
212,853.0,861.0,31984.0,31995.0,66.0,9.0,11.0,12872.0,178.0,207.0,1387.0,0.0,1.0,40.0,0.7585,0.25,0.7273,0.0058,0.8889,1.0,1.0,1.8195,0.9031,1.0414,0.2727,0.5237,0.1934,0.0
213,0.0,828.0,468317.0,468520.0,20726.0,1193.0,709.0,2499819.0,25.0,143.0,1402.0,0.0,1.0,40.0,0.0,0.8767,0.2452,0.5906,0.6941,0.2863,0.0,4.3165,2.918,2.3075,-0.7548,-0.0577,1.0,0.0
214,41.0,217.0,1040020.0,1040199.0,15050.0,867.0,541.0,1751637.0,21.0,141.0,1400.0,0.0,1.0,40.0,0.0586,0.5223,0.9832,0.1257,0.203,0.3309,1.0,4.1775,2.2455,2.2529,0.0168,-0.0907,1.0,0.0
215,55.0,174.0,327823.0,327870.0,3437.0,163.0,82.0,354240.0,45.0,126.0,1360.0,0.0,1.0,40.0,0.0809,0.3855,0.395,0.0875,0.7301,0.5732,0.0,3.5362,2.0756,1.6721,-0.605,-0.1948,1.0,0.0
216,732.0,793.0,78207.0,78276.0,2358.0,104.0,101.0,233778.0,49.0,124.0,1387.0,0.0,1.0,40.0,0.8565,0.4398,0.8841,0.044000000000000004,0.5865,0.6832,1.0,3.3725,1.7853,1.8389,0.1159,-0.2254,1.0,0.0
217,41.0,216.0,1615921.0,1615991.0,6276.0,279.0,154.0,647595.0,43.0,119.0,1356.0,0.0,1.0,40.0,0.0605,0.4877,0.4,0.1291,0.6272,0.4545,0.0,3.7977,2.2430000000000003,1.8451,-0.6,-0.1939,1.0,0.0
218,39.0,214.0,1242405.0,1242592.0,15414.0,796.0,478.0,1798470.0,24.0,142.0,1400.0,0.0,1.0,40.0,0.0557,0.529,0.9358,0.125,0.2199,0.3912,1.0,4.1879,2.2430000000000003,2.2718,0.0642,-0.0885,1.0,0.0
219,0.0,384.0,510931.0,511150.0,21036.0,1015.0,586.0,2519511.0,24.0,143.0,1402.0,0.0,1.0,40.0,0.0,0.7499,0.5703,0.2739,0.3783,0.3737,0.0,4.323,2.5843,2.3404,-0.4297,-0.0643,1.0,0.0
220,41.0,211.0,1626575.0,1626636.0,5706.0,266.0,139.0,590664.0,43.0,124.0,1356.0,0.0,1.0,40.0,0.0605,0.4498,0.3588,0.1254,0.6391,0.4388,0.0,3.7563,2.2304,1.7853,-0.6412,-0.1913,1.0,0.0
221,104.0,171.0,899231.0,899307.0,1961.0,220.0,142.0,246168.0,115.0,135.0,1356.0,0.0,1.0,40.0,0.1534,0.6149,0.8816,0.0494,0.3045,0.5352,1.0,3.2925,1.8261,1.8808,0.1184,-0.0193,1.0,0.0
222,852.0,860.0,222646.0,222657.0,69.0,8.0,11.0,13099.0,164.0,205.0,1387.0,0.0,1.0,40.0,0.7599,0.2159,0.7273,0.0058,1.0,1.0,1.0,1.8389,0.9031,1.0414,0.2727,0.4831,0.1934,0.0
223,41.0,219.0,2275954.0,2276025.0,6454.0,310.0,145.0,675659.0,40.0,127.0,1358.0,0.0,1.0,40.0,0.0604,0.4893,0.3989,0.1311,0.5742,0.4897,0.0,3.8098,2.2504,1.8513,-0.6011,-0.1821,1.0,0.0
224,39.0,74.0,1206989.0,1207040.0,935.0,143.0,98.0,117325.0,119.0,135.0,1398.0,0.0,1.0,40.0,0.0558,0.4762,0.6863,0.025,0.2448,0.5204,1.0,2.9708,1.5441,1.7076,0.3137,-0.0197,0.9999,0.0
225,190.0,192.0,1729556.0,1729557.0,2.0,2.0,1.0,255.0,126.0,133.0,1356.0,0.0,1.0,40.0,0.2802,0.0,0.5,0.0015,1.0,1.0,0.0,0.301,0.301,0.0,-0.5,-0.0039,0.11900000000000001,0.0
226,93.0,171.0,2410724.0,2410794.0,2027.0,255.0,129.0,259127.0,118.0,141.0,1402.0,0.0,1.0,40.0,0.1327,0.6288,0.8974,0.0556,0.3059,0.5426,0.0,3.3068,1.8921,1.8451,-0.1026,-0.0013,1.0,0.0
227,130.0,188.0,2638000.0,2638062.0,1685.0,181.0,101.0,208514.0,115.0,135.0,1358.0,0.0,1.0,40.0,0.1915,0.5314,0.9355,0.0427,0.3204,0.6139,1.0,3.2266,1.7634,1.7924,0.0645,-0.0332,1.0,0.0
228,230.0,332.0,119716.0,119826.0,5665.0,405.0,216.0,499944.0,36.0,118.0,1666.0,0.0,1.0,40.0,0.2761,0.4951,0.9273,0.0612,0.2519,0.5093,1.0,3.7532,2.0086,2.0414,0.0727,-0.3105,1.0,0.0
229,39.0,194.0,1821207.0,1821379.0,13203.0,608.0,375.0,1515722.0,35.0,141.0,1402.0,0.0,1.0,40.0,0.0556,0.5048,0.9012,0.1106,0.2549,0.4587,1.0,4.1207,2.1903,2.2355,0.0988,-0.1031,1.0,0.0
230,195.0,197.0,2166065.0,2166066.0,2.0,2.0,1.0,250.0,120.0,130.0,1358.0,0.0,1.0,40.0,0.2872,0.0,0.5,0.0015,1.0,1.0,0.0,0.301,0.301,0.0,-0.5,-0.0234,0.11900000000000001,0.0
231,73.0,213.0,7818756.0,7818807.0,3876.0,185.0,102.0,419968.0,70.0,127.0,1358.0,0.0,1.0,40.0,0.1075,0.4571,0.3643,0.1031,0.7568,0.5,0.0,3.5884,2.1461,1.7076,-0.6357,-0.1535,1.0,0.0
232,41.0,207.0,2336275.0,2336344.0,5724.0,277.0,162.0,588321.0,37.0,124.0,1356.0,0.0,1.0,40.0,0.0605,0.5003,0.4157,0.1224,0.5993,0.4259,0.0,3.7577,2.2201,1.8389,-0.5843,-0.19699999999999998,1.0,0.0
233,41.0,202.0,920427.0,920489.0,5993.0,214.0,130.0,589956.0,132.0,132.0,1358.0,0.0,1.0,40.0,0.0604,0.3996,0.3851,0.1186,0.7523,0.4769,0.0,3.7776,2.2068,1.7924,-0.6149,-0.2309,1.0,0.0
234,41.0,222.0,564200.0,564395.0,17977.0,796.0,513.0,2144244.0,24.0,143.0,1402.0,0.0,1.0,40.0,0.0585,0.4907,0.9282,0.1291,0.2274,0.3801,1.0,4.2547,2.2577,2.29,0.0718,-0.0681,1.0,0.0
235,1.0,222.0,486069.0,486291.0,22554.0,999.0,605.0,2712104.0,27.0,150.0,1400.0,0.0,1.0,40.0,0.0014,0.5403,0.9955,0.1579,0.2212,0.3669,1.0,4.3532,2.3444,2.3463,0.0045,-0.0606,1.0,0.0
236,39.0,179.0,2573973.0,2574054.0,5731.0,325.0,186.0,618954.0,41.0,135.0,1400.0,0.0,1.0,40.0,0.0557,0.4946,0.5786,0.1,0.4308,0.4355,0.0,3.7582,2.1461,1.9085,-0.4214,-0.1562,1.0,0.0
237,39.0,181.0,125418.0,125467.0,4223.0,198.0,83.0,439309.0,38.0,127.0,1360.0,0.0,1.0,40.0,0.0573,0.3931,0.3451,0.1044,0.7172,0.5904,0.0,3.6256,2.1523,1.6902,-0.6549,-0.1873,1.0,0.0
238,241.0,360.0,3711661.0,3711800.0,7080.0,492.0,293.0,773694.0,43.0,140.0,1666.0,0.0,1.0,40.0,0.2893,0.5720000000000001,0.8561,0.0714,0.2419,0.4744,1.0,3.85,2.0756,2.1430000000000002,0.1439,-0.1463,1.0,0.0
239,46.0,178.0,104115.0,104164.0,4115.0,179.0,108.0,427024.0,48.0,127.0,1360.0,0.0,1.0,40.0,0.0676,0.3638,0.3712,0.0971,0.7374,0.4537,0.0,3.6144,2.1206,1.6902,-0.6288,-0.1893,1.0,0.0
240,39.0,185.0,2442600.0,2442673.0,5576.0,235.0,133.0,598862.0,43.0,135.0,1400.0,0.0,1.0,40.0,0.0557,0.4768,0.5,0.1043,0.6213,0.5489,0.0,3.7463,2.1644,1.8633,-0.5,-0.1609,1.0,0.0
241,41.0,220.0,663618.0,663832.0,17825.0,790.0,539.0,2155523.0,24.0,143.0,1400.0,0.0,1.0,40.0,0.0586,0.5347,0.8364,0.1279,0.2266,0.397,1.0,4.251,2.2529,2.3304,0.1636,-0.0553,1.0,0.0
242,0.0,224.0,418600.0,418798.0,20894.0,1169.0,712.0,2529140.0,18.0,143.0,1398.0,0.0,1.0,40.0,0.0,0.5289,0.8839,0.1602,0.1916,0.2781,0.0,4.32,2.3503,2.2967,-0.1161,-0.0543,1.0,0.0
243,39.0,213.0,2875657.0,2875730.0,6282.0,330.0,175.0,659881.0,41.0,134.0,1356.0,0.0,1.0,40.0,0.0575,0.5054,0.4195,0.1283,0.5273,0.4171,0.0,3.7981,2.2406,1.8633,-0.5805,-0.1794,1.0,0.0
244,39.0,193.0,707526.0,707593.0,6117.0,182.0,113.0,637707.0,49.0,127.0,1358.0,0.0,1.0,40.0,0.0574,0.4072,0.4351,0.1134,0.8461,0.5929,0.0,3.7865,2.1875,1.8261,-0.5649,-0.1855,1.0,0.0
245,41.0,211.0,1484624.0,1484688.0,6337.0,344.0,174.0,654684.0,41.0,127.0,1358.0,0.0,1.0,40.0,0.0604,0.4176,0.3765,0.1252,0.4942,0.3678,0.0,3.8019,2.2304,1.8062,-0.6235,-0.1929,1.0,0.0
246,951.0,961.0,494451.0,494461.0,81.0,11.0,10.0,13311.0,141.0,182.0,1387.0,0.0,1.0,40.0,0.6143,0.19,1.0,0.0072,0.9091,1.0,0.5,1.9085,1.0,1.0,0.0,0.2839,0.2061,0.0
247,41.0,214.0,2254664.0,2254729.0,6176.0,307.0,140.0,639433.0,36.0,124.0,1356.0,0.0,1.0,40.0,0.0605,0.4508,0.3757,0.1276,0.5635,0.4643,0.0,3.7907,2.238,1.8129,-0.6243,-0.1911,1.0,0.0
248,39.0,186.0,2311225.0,2311296.0,5617.0,268.0,152.0,598575.0,42.0,135.0,1404.0,0.0,1.0,40.0,0.0556,0.4618,0.483,0.1047,0.5485,0.4671,0.0,3.7495,2.1673,1.8513,-0.517,-0.1675,1.0,0.0
249,43.0,218.0,1761412.0,1761480.0,6776.0,259.0,133.0,700391.0,37.0,124.0,1358.0,0.0,1.0,40.0,0.0633,0.4306,0.3886,0.1289,0.6757,0.5113,0.0,3.8310000000000004,2.2430000000000003,1.8325,-0.6114,-0.1925,1.0,0.0
250,103.0,161.0,157419.0,157529.0,2463.0,262.0,168.0,312375.0,116.0,140.0,1360.0,0.0,1.0,40.0,0.1515,0.614,0.5273,0.0426,0.2214,0.6548,1.0,3.3915,1.7634,2.0414,0.4727,-0.0092,1.0,0.0
251,43.0,218.0,1981417.0,1981492.0,7327.0,234.0,119.0,750685.0,35.0,126.0,1358.0,0.0,1.0,40.0,0.0633,0.4417,0.4286,0.1289,0.7479,0.6302,0.0,3.8649,2.2430000000000003,1.8751,-0.5714,-0.1996,1.0,0.0
252,39.0,216.0,2854357.0,2854430.0,6450.0,276.0,143.0,669129.0,43.0,119.0,1358.0,0.0,1.0,40.0,0.0574,0.5008,0.4124,0.1303,0.6413,0.5105,0.0,3.8096,2.248,1.8633,-0.5876,-0.1895,1.0,0.0
253,109.0,189.0,1541496.0,1541574.0,1834.0,242.0,128.0,227896.0,114.0,135.0,1358.0,0.0,1.0,40.0,0.1605,0.7061,0.975,0.0589,0.3306,0.6094,0.0,3.2634,1.9031,1.8921,-0.025,-0.0292,1.0,0.0
254,39.0,216.0,2201440.0,2201499.0,5933.0,312.0,167.0,614522.0,38.0,125.0,1356.0,0.0,1.0,40.0,0.0575,0.4319,0.3333,0.1305,0.5673,0.3533,0.0,3.7733,2.248,1.7708,-0.6667,-0.1908,1.0,0.0
255,41.0,187.0,2112377.0,2112542.0,9349.0,659.0,387.0,1068391.0,38.0,140.0,1402.0,0.0,1.0,40.0,0.0585,0.6119,0.8849,0.1041,0.2216,0.4264,1.0,3.9708,2.1644,2.2175,0.1151,-0.1072,1.0,0.0
256,41.0,206.0,1721788.0,1721968.0,12051.0,631.0,390.0,1383987.0,33.0,140.0,1402.0,0.0,1.0,40.0,0.0585,0.5942,0.9167,0.1177,0.2615,0.4615,1.0,4.081,2.2175,2.2553,0.0833,-0.1028,1.0,0.0
257,41.0,188.0,2194041.0,2194206.0,9927.0,625.0,418.0,1133850.0,39.0,140.0,1402.0,0.0,1.0,40.0,0.0585,0.5907,0.8909,0.1049,0.2352,0.3947,1.0,3.9968,2.1673,2.2175,0.1091,-0.1077,1.0,0.0
258,41.0,209.0,4639210.0,4639275.0,5828.0,296.0,169.0,618846.0,48.0,126.0,1358.0,0.0,1.0,40.0,0.0604,0.4663,0.3869,0.1237,0.5676,0.3846,0.0,3.7655,2.2253,1.8129,-0.6131,-0.1704,1.0,0.0
259,41.0,227.0,1316989.0,1317154.0,12212.0,617.0,372.0,1398637.0,27.0,141.0,1402.0,0.0,1.0,40.0,0.0585,0.6021,0.8871,0.1327,0.3015,0.4435,0.0,4.0868,2.2695,2.2175,-0.1129,-0.1052,1.0,0.0
260,61.0,213.0,7783272.0,7783320.0,3824.0,157.0,95.0,417036.0,73.0,127.0,1362.0,0.0,1.0,40.0,0.0896,0.4759,0.3158,0.1116,0.9682,0.5053,0.0,3.5825,2.1818,1.6812,-0.6842,-0.14800000000000002,1.0,0.0
261,41.0,218.0,1196243.0,1196445.0,16164.0,861.0,522.0,1868220.0,23.0,141.0,1400.0,0.0,1.0,40.0,0.0586,0.5479,0.8762,0.1264,0.2056,0.387,1.0,4.2085,2.248,2.3054,0.1238,-0.09699999999999999,1.0,0.0
262,39.0,216.0,2662735.0,2662807.0,6664.0,328.0,172.0,690169.0,33.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.4771,0.4068,0.1303,0.5396,0.4186,0.0,3.8237,2.248,1.8573,-0.5932,-0.1909,1.0,0.0
263,39.0,185.0,420136.0,420189.0,5003.0,196.0,91.0,522331.0,49.0,126.0,1360.0,0.0,1.0,40.0,0.0573,0.3535,0.363,0.1073,0.7449,0.5824,0.0,3.6992,2.1644,1.7243,-0.637,-0.1843,1.0,0.0
264,41.0,191.0,1611713.0,1611861.0,12477.0,560.0,331.0,1442027.0,36.0,141.0,1400.0,0.0,1.0,40.0,0.0586,0.43799999999999994,0.9867,0.1071,0.2679,0.4471,0.0,4.0961,2.1761,2.1703,-0.0133,-0.0971,1.0,0.0
265,414.0,438.0,2887460.0,2887476.0,263.0,29.0,17.0,30104.0,87.0,134.0,1358.0,0.0,1.0,40.0,0.6097,0.3151,0.6667,0.0177,0.8276,0.9412,0.0,2.42,1.3802,1.2041,-0.3333,-0.1058,0.633,0.0
266,1279.0,1288.0,435870.0,435883.0,96.0,9.0,13.0,14369.0,128.0,164.0,1387.0,0.0,1.0,40.0,0.1427,0.1795,0.6923,0.0065,1.0,1.0,1.0,1.9823,0.9542,1.1139,0.3077,0.1693,0.2253,0.0
267,43.0,184.0,114768.0,114815.0,3918.0,172.0,88.0,408392.0,39.0,127.0,1362.0,0.0,1.0,40.0,0.0631,0.4088,0.3333,0.1035,0.8198,0.5341,0.0,3.5931,2.1492,1.6721,-0.6667,-0.1857,1.0,0.0
268,39.0,225.0,919301.0,919496.0,17810.0,763.0,456.0,2094532.0,25.0,142.0,1398.0,0.0,1.0,40.0,0.0558,0.509,0.9538,0.133,0.2438,0.4276,1.0,4.2507,2.2695,2.29,0.0461,-0.0812,1.0,0.0
269,39.0,208.0,1402211.0,1402348.0,10904.0,617.0,334.0,1261668.0,28.0,141.0,1402.0,0.0,1.0,40.0,0.0556,0.529,0.8106,0.1205,0.2739,0.4102,0.0,4.0376,2.2279,2.1367,-0.1893,-0.096,1.0,0.0
270,39.0,216.0,1693992.0,1694059.0,6679.0,288.0,156.0,691010.0,36.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.4368,0.3785,0.1303,0.6146,0.4295,0.0,3.8247,2.248,1.8261,-0.6215,-0.1917,1.0,0.0
271,41.0,216.0,2957266.0,2957336.0,6653.0,302.0,155.0,693100.0,42.0,124.0,1358.0,0.0,1.0,40.0,0.0604,0.4569,0.4,0.1289,0.5795,0.4516,0.0,3.823,2.2430000000000003,1.8451,-0.6,-0.1861,1.0,0.0
272,39.0,217.0,1359602.0,1359742.0,10276.0,552.0,319.0,1187807.0,25.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5876,0.7865,0.1271,0.3225,0.4389,0.0,4.0118,2.2504,2.1461,-0.2135,-0.09699999999999999,1.0,0.0
273,1206.0,1216.0,1802452.0,1802460.0,67.0,11.0,8.0,7164.0,92.0,124.0,1362.0,1.0,0.0,120.0,0.2144,0.1625,0.8,0.0073,0.9091,1.0,0.0,1.8261,1.0,0.9031,-0.2,-0.1646,0.1852,1.0
274,270.0,301.0,1563477.0,1563499.0,329.0,61.0,37.0,41053.0,115.0,140.0,1362.0,0.0,1.0,40.0,0.3965,0.5176,0.7097,0.0228,0.5082,0.5946,0.0,2.5172,1.4914,1.3424,-0.2903,-0.0251,0.9263,1.0
275,1015.0,1034.0,3982273.0,3982278.0,55.0,22.0,11.0,7553.0,132.0,143.0,1374.0,0.0,1.0,40.0,0.4949,0.4211,0.2632,0.0138,0.8636,0.4545,0.0,1.7404,1.2787,0.6990000000000001,-0.7368,0.0729,0.2007,1.0
276,1277.0,1290.0,396403.0,396420.0,161.0,17.0,17.0,11803.0,41.0,95.0,1364.0,1.0,0.0,200.0,0.1085,0.2715,0.7647,0.0095,0.7647,1.0,1.0,2.2068,1.1139,1.2305,0.2353,-0.4273,0.3678,1.0
277,804.0,817.0,151240.0,151265.0,133.0,32.0,25.0,16759.0,114.0,134.0,1372.0,0.0,1.0,40.0,0.809,0.5908,0.52,0.0095,0.4063,1.0,1.0,2.1239,1.1139,1.3979,0.48,-0.0156,0.5378,1.0
278,1021.0,1036.0,754445.0,754492.0,294.0,51.0,49.0,39987.0,127.0,157.0,1372.0,0.0,1.0,40.0,0.4898,0.583,0.3192,0.0109,0.2941,0.9592,1.0,2.4683,1.1761,1.6721,0.6809,0.0626,0.9361,1.0
279,50.0,72.0,2339660.0,2339663.0,51.0,22.0,5.0,6299.0,99.0,148.0,1690.0,1.0,0.0,70.0,0.0592,0.2273,0.1364,0.013000000000000001,1.0,0.6,0.0,1.7076,1.3424,0.4771,-0.8636,-0.0351,0.1715,1.0
280,776.0,818.0,447943.0,447992.0,1222.0,77.0,54.0,112240.0,36.0,116.0,1654.0,1.0,0.0,80.0,0.9383,0.4062,0.8571,0.0254,0.5454,0.9074,1.0,3.0871,1.6233,1.6902,0.1429,-0.2824,1.0,1.0
281,61.0,93.0,2310852.0,2310855.0,68.0,32.0,11.0,8808.0,95.0,166.0,1692.0,1.0,0.0,70.0,0.0721,0.2917,0.0938,0.0189,1.0,0.2727,0.0,1.8325,1.5051,0.4771,-0.9063,0.012,0.2018,1.0
282,265.0,297.0,492514.0,492654.0,2293.0,107.0,140.0,217759.0,82.0,116.0,1353.0,0.0,1.0,300.0,0.3917,0.4882,0.2286,0.0236,0.2991,1.0,1.0,3.3604,1.5051,2.1461,0.7714,-0.2581,1.0,1.0
283,4.0,12.0,455227.0,455253.0,125.0,15.0,26.0,14353.0,102.0,126.0,1687.0,0.0,1.0,200.0,0.0047,0.39899999999999997,0.3077,0.0047,0.5333,1.0,1.0,2.0969,0.9031,1.415,0.6923,-0.1029,0.3479,1.0
284,1324.0,1330.0,1543653.0,1543689.0,145.0,23.0,36.0,16920.0,108.0,127.0,1352.0,0.0,1.0,40.0,0.0325,0.3287,0.1667,0.0044,0.2609,1.0,1.0,2.1614,0.7782,1.5563,0.8333,-0.0884,0.3601,1.0
285,0.0,12.0,430948.0,430980.0,304.0,18.0,32.0,34142.0,90.0,133.0,1687.0,0.0,1.0,200.0,0.0,0.2083,0.375,0.0071,0.6667,1.0,1.0,2.4829,1.0792,1.5051,0.625,-0.1226,0.633,1.0
286,129.0,173.0,439740.0,439763.0,366.0,59.0,42.0,42778.0,107.0,134.0,1358.0,0.0,1.0,175.0,0.19,0.6383,0.5227,0.0324,0.7458,0.5476,0.0,2.5635,1.6435,1.3617,-0.4773,-0.0869,0.9913,1.0
287,413.0,426.0,2727673.0,2727684.0,71.0,13.0,11.0,7264.0,84.0,118.0,1623.0,1.0,0.0,100.0,0.5089,0.5035,0.8461,0.008,1.0,1.0,0.0,1.8513,1.1139,1.0414,-0.1539,-0.2007,0.257,1.0
288,1568.0,1578.0,698409.0,698420.0,89.0,12.0,11.0,8193.0,78.0,103.0,1652.0,1.0,0.0,80.0,0.0896,0.1909,0.9091,0.006,0.8333,1.0,1.0,1.9494,1.0,1.0414,0.0909,-0.2808,0.2173,1.0
289,92.0,115.0,2797518.0,2797525.0,77.0,25.0,10.0,6702.0,76.0,101.0,1354.0,1.0,0.0,70.0,0.1359,0.5217,0.3043,0.017,0.92,0.7,0.0,1.8865,1.3617,0.8451,-0.6956,-0.32,0.2806,1.0
290,74.0,80.0,2615295.0,2615309.0,62.0,13.0,14.0,6764.0,97.0,126.0,1358.0,1.0,0.0,70.0,0.109,0.2619,0.4286,0.0044,0.4615,1.0,1.0,1.7924,0.7782,1.1461,0.5714,-0.1477,0.1892,1.0
291,354.0,467.0,903537.0,903631.0,6019.0,211.0,119.0,541426.0,16.0,125.0,1364.0,1.0,0.0,70.0,0.5191,0.4333,0.8319,0.0828,0.5355,0.7899,0.0,3.7795,2.0531,1.9731,-0.1681,-0.2972,1.0,1.0
292,1219.0,1231.0,701105.0,701126.0,183.0,19.0,21.0,19652.0,91.0,126.0,1358.0,0.0,1.0,40.0,0.187,0.2738,0.5714,0.0088,0.6316,1.0,1.0,2.2624,1.0792,1.3222,0.4286,-0.161,0.41700000000000004,1.0
293,1063.0,1072.0,1915213.0,1915220.0,49.0,9.0,7.0,6391.0,118.0,141.0,1358.0,0.0,1.0,50.0,0.4212,0.2222,0.7778,0.0066,1.0,1.0,0.0,1.6902,0.9542,0.8451,-0.2222,0.019,0.1687,1.0
294,625.0,631.0,1934306.0,1934337.0,127.0,19.0,31.0,13897.0,99.0,125.0,1364.0,0.0,1.0,100.0,0.9164,0.3172,0.1936,0.0044,0.3158,1.0,1.0,2.1038,0.7782,1.4914,0.8065,-0.1451,0.3154,1.0
295,620.0,631.0,2104786.0,2104879.0,706.0,56.0,93.0,77840.0,96.0,127.0,1364.0,0.0,1.0,100.0,0.9091,0.3099,0.1183,0.0081,0.1964,1.0,1.0,2.8488,1.0414,1.9685,0.8817,-0.1386,0.9919,1.0
296,621.0,633.0,2095554.0,2095693.0,975.0,107.0,141.0,121633.0,108.0,140.0,1364.0,0.0,1.0,100.0,0.9106,0.4155,0.0863,0.0088,0.1121,0.9858,1.0,2.989,1.0792,2.1430000000000002,0.9137,-0.0254,0.9999,1.0
297,550.0,558.0,1154994.0,1155025.0,190.0,22.0,31.0,21326.0,95.0,133.0,1362.0,0.0,1.0,175.0,0.8076,0.2339,0.2581,0.0059,0.3636,1.0,1.0,2.2787,0.9031,1.4914,0.7419,-0.1231,0.4106,1.0
298,779.0,923.0,4662945.0,4662964.0,981.0,187.0,105.0,111196.0,97.0,134.0,1360.0,1.0,0.0,100.0,0.6427,0.6414,0.1319,0.1059,0.77,0.18100000000000002,0.0,2.9917,2.1584,1.2787,-0.8681,-0.1145,1.0,1.0
299,860.0,866.0,10624922.0,10624934.0,49.0,9.0,13.0,5907.0,115.0,132.0,1360.0,0.0,1.0,40.0,0.7265,0.3194,0.5,0.0044,0.6667,0.9231,1.0,1.6902,0.7782,1.0792,0.5,-0.0582,0.1773,1.0
300,408.0,415.0,195003.0,195029.0,111.0,14.0,27.0,16728.0,144.0,158.0,1353.0,0.0,1.0,100.0,0.6031,0.3901,0.2692,0.0052,0.5,0.963,1.0,2.0453,0.8451,1.415,0.7308,0.1774,0.3097,1.0
301,1616.0,1625.0,1725137.0,1725163.0,138.0,23.0,26.0,8720.0,48.0,84.0,1656.0,1.0,0.0,80.0,0.0374,0.4103,0.3462,0.0054,0.3913,1.0,1.0,2.1399,0.9542,1.415,0.6539,-0.5063,0.3882,1.0
302,1327.0,1332.0,1647908.0,1647954.0,144.0,20.0,47.0,17271.0,110.0,132.0,1354.0,0.0,1.0,40.0,0.0325,0.3739,0.1087,0.0037,0.25,0.9787,1.0,2.1584,0.6990000000000001,1.6628,0.8913,-0.063,0.3819,1.0
303,1199.0,1207.0,585934.0,585950.0,90.0,13.0,16.0,11422.0,114.0,141.0,1354.0,0.0,1.0,40.0,0.2171,0.2969,0.5,0.0059,0.6154,1.0,1.0,1.9542,0.9031,1.2041,0.5,-0.0085,0.2384,1.0
304,1085.0,1103.0,975066.0,975076.0,96.0,25.0,16.0,9265.0,86.0,126.0,1358.0,1.0,0.0,300.0,0.3756,0.4667,0.5556,0.0132,0.72,0.625,0.0,1.9823,1.2553,1.0,-0.4444,-0.24600000000000002,0.3068,1.0
305,284.0,357.0,2286293.0,2286298.0,202.0,73.0,17.0,24816.0,116.0,134.0,1360.0,0.0,1.0,40.0,0.4177,0.4466,0.0685,0.0537,1.0,0.2941,0.0,2.3054,1.8633,0.6990000000000001,-0.9315,-0.0402,0.6031,1.0
306,1589.0,1601.0,3051375.0,3051391.0,87.0,33.0,19.0,10070.0,108.0,127.0,1690.0,0.0,1.0,70.0,0.1053,0.5469,0.75,0.0071,0.3636,0.8421,1.0,1.9395,1.0792,1.2041,0.25,-0.0957,0.3241,1.0
